SMILES_RepeatUnit_1,SMILES_Monomer_0,MD,RepeatUnit_1_MFF_GPR,RepeatUnit_1_MFF_Lasso,RepeatUnit_1_MFF_RF,RepeatUnit_1_MFF_SVM,RepeatUnit_1_MFF_DNN,RepeatUnit_1_MFF_CNN,RepeatUnit_1_MF_GPR,RepeatUnit_1_MF_Lasso,RepeatUnit_1_MF_RF,RepeatUnit_1_MF_SVM,RepeatUnit_1_MF_DNN,RepeatUnit_1_MF_CNN,RepeatUnit_1_ME_GPR,RepeatUnit_1_ME_Lasso,RepeatUnit_1_ME_RF,RepeatUnit_1_ME_SVM,RepeatUnit_1_ME_DNN,RepeatUnit_1_ME_CNN,RepeatUnit_1_Descriptor_GPR,RepeatUnit_1_Descriptor_Lasso,RepeatUnit_1_Descriptor_RF,RepeatUnit_1_Descriptor_SVM,RepeatUnit_1_Descriptor_DNN,RepeatUnit_1_Descriptor_CNN,Polymerized_16_ME_GPR,Polymerized_16_ME_Lasso,Polymerized_16_ME_RF,Polymerized_16_ME_SVM,Polymerized_16_ME_DNN,Polymerized_16_ME_CNN,Polymerized_16_Descriptor_GPR,Polymerized_16_Descriptor_Lasso,Polymerized_16_Descriptor_RF,Polymerized_16_Descriptor_SVM,Polymerized_16_Descriptor_DNN,Polymerized_16_Descriptor_CNN,Polymerized_16_MFF_GPR,Polymerized_16_MFF_Lasso,Polymerized_16_MFF_RF,Polymerized_16_MFF_SVM,Polymerized_16_MFF_DNN,Polymerized_16_MFF_CNN,Polymerized_16_MF_GPR,Polymerized_16_MF_Lasso,Polymerized_16_MF_RF,Polymerized_16_MF_SVM,Polymerized_16_MF_DNN,Polymerized_16_MF_CNN,Monomer_0_MFF_GPR,Monomer_0_MFF_Lasso,Monomer_0_MFF_RF,Monomer_0_MFF_SVM,Monomer_0_MFF_DNN,Monomer_0_MFF_CNN,Monomer_0_MF_GPR,Monomer_0_MF_Lasso,Monomer_0_MF_RF,Monomer_0_MF_SVM,Monomer_0_MF_DNN,Monomer_0_MF_CNN,Monomer_0_ME_GPR,Monomer_0_ME_Lasso,Monomer_0_ME_RF,Monomer_0_ME_SVM,Monomer_0_ME_DNN,Monomer_0_ME_CNN,Monomer_0_Descriptor_GPR,Monomer_0_Descriptor_Lasso,Monomer_0_Descriptor_RF,Monomer_0_Descriptor_SVM,Monomer_0_Descriptor_DNN,Monomer_0_Descriptor_CNN,Monomer_0_CNN,RepeartUnit_1_CNN,Monomer_0_RNN,RepeartUnit_1_RNN,GCNN_Monomer,GCNN_RepeatUnit_1,GCNN_Polymerized_16
*SC(=O)NCCCCCCNC(=O)SCCCC*,SCCCCS.O=C=NCCCCCCN=C=O,-33.13797704,61.16,42.53,62.66,49.99,55.90,42.87,88.28,52.94,72.63,49.15,61.10,65.30,25.29,-15.29,47.68,-58.83,21.72,73.50,32.82,36.42,36.91,43.20,28.40,32.75,29.00,-17.35,49.07,3.67,38.96,34.86,30.08,43.56,38.14,34.63,28.06,30.41,54.89,38.40,62.71,41.43,59.66,53.51,90.62,56.46,83.20,51.92,62.30,70.69,21.17,16.09,38.54,11.77,46.61,33.10,47.77,22.72,32.14,10.94,22.33,32.48,9.58,2.79,35.54,19.61,21.65,1.96,-5.26,-14.34,8.54,9.95,-9.68,-16.81,29.26,47.71,5.85,15.85,42.29,52.94,28.73
*c1c(cc(c(c1)OC)*)OC,COc1ccc(OC)cc1,63.90036252,99.56,119.77,99.68,113.72,119.97,101.71,98.89,117.25,129.10,112.58,91.65,89.22,120.64,140.50,121.88,132.30,110.20,117.76,170.00,130.62,127.67,97.49,127.14,149.05,128.35,121.29,143.60,119.21,87.66,148.30,171.26,131.71,119.29,103.71,133.78,137.12,89.17,100.67,102.88,113.08,98.26,98.44,111.01,130.44,88.82,121.37,137.06,101.83,58.47,66.45,95.47,60.23,100.91,70.39,58.04,67.06,106.14,67.49,64.11,37.76,55.35,97.82,81.19,89.89,80.73,90.68,100.58,68.35,82.01,49.92,32.42,54.87,78.72,177.73,54.28,148.73,31.62,125.38,131.15
*N(CC*)C(=O)CCC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,C(F)(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCC1=NCCO1,-52.64825421,37.52,33.82,18.55,41.06,18.17,4.80,32.07,65.53,29.48,59.15,39.08,35.04,30.64,31.16,24.31,34.44,21.86,45.82,41.43,37.79,27.33,50.08,36.52,50.01,24.48,46.25,35.63,47.06,57.98,24.15,-0.17,31.16,22.61,30.35,22.07,22.30,44.92,43.83,24.27,48.94,43.32,42.05,30.91,65.17,15.03,64.73,46.69,45.98,-4.10,13.33,14.58,-3.65,-1.62,1.17,41.55,-0.01,36.17,10.86,7.14,0.96,26.67,34.84,20.61,24.85,13.77,30.20,8.75,16.14,5.24,18.73,17.90,21.75,-0.83,22.09,87.63,60.83,34.62,23.71,25.91
*OC(=O)c1c(cccc1)NC(=O)c1ccc(cc1)C(=O)Nc1c(cccc1)C(=O)OC(=O)c1cc(ccc1)C(=O)*,OC(=O)c1ccccc1NC(=O)c2ccc(cc2)C(=O)Nc3ccccc3C(=O)O.ClC(=O)c1cccc(c1)C(=O)Cl,185.0999075,200.81,197.85,204.41,202.50,224.64,198.33,215.61,190.07,197.03,208.61,218.40,198.69,183.09,202.30,213.31,176.59,208.21,231.75,230.25,188.57,217.85,175.40,171.27,189.20,172.50,200.13,210.80,165.65,231.04,204.55,242.43,188.00,211.42,175.60,167.12,193.76,176.13,207.35,180.25,189.63,180.04,191.77,209.70,193.34,193.27,201.93,193.47,210.16,227.22,192.20,205.79,187.02,241.87,227.28,209.37,185.59,184.15,180.01,185.18,189.75,194.16,225.85,191.89,240.60,242.65,240.06,219.42,181.19,223.92,174.00,175.71,203.56,182.46,202.37,194.01,222.70,221.50,159.66,181.54
*c1sc(cc1CCCCCCCC)Nc1ccc(cc1)*,c1cc(CCCCCCCC)c(s1)c2ccc(cc2)N,49.50827798,106.18,139.14,59.33,132.29,101.58,99.22,84.84,99.86,115.58,109.83,93.30,91.80,71.82,96.00,107.48,80.25,42.82,91.85,58.24,91.54,72.93,88.14,77.69,79.28,79.47,78.79,90.44,81.07,72.61,71.39,52.17,83.34,39.78,77.93,62.85,68.10,73.86,111.75,60.60,99.69,81.66,67.99,55.87,124.34,99.05,132.71,114.76,102.57,99.26,114.61,50.19,118.61,96.46,98.34,118.84,154.52,143.75,150.89,146.74,157.84,99.47,102.16,61.38,111.76,87.70,86.89,94.70,93.05,69.33,87.47,91.56,102.05,72.39,63.65,53.77,45.70,172.20,78.50,74.66
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)c1ccc(cc1)c1ccc(cc1)c1ccc(cc1)*,Nc1ccc(cc1)c2ccc(cc2)c3ccc(N)cc3.O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,278.5221779,315.25,263.16,330.32,260.63,307.69,265.63,304.13,270.78,327.73,275.84,307.60,273.51,358.54,324.98,328.00,338.12,403.50,347.82,382.36,281.97,328.28,248.77,349.38,331.87,379.66,291.55,315.53,314.65,235.03,334.11,384.08,290.08,325.35,239.82,347.00,336.64,341.81,263.23,328.94,258.28,331.17,242.72,316.19,266.38,325.67,272.96,296.47,262.57,310.92,256.97,300.83,267.23,288.50,297.16,313.67,256.34,333.53,275.03,261.60,267.27,294.07,299.44,283.98,279.72,295.70,320.96,294.49,276.46,280.37,255.48,280.70,298.64,302.20,272.35,258.04,334.14,350.97,377.74,270.62
*n1c(=O)c2c(c3c(c(c2c1=O)F)c(=O)n(c3=O)c1ccc(cc1)*)F,Nc1ccc(N)cc1.O=C1OC(=O)c2c(F)c3C(=O)OC(=O)c3c(F)c12,337.816724,325.88,235.88,281.52,229.44,309.76,243.31,240.57,212.77,219.96,228.34,264.52,208.17,347.40,301.67,250.19,329.40,347.47,286.50,276.72,258.42,272.75,219.94,301.98,288.99,371.51,274.38,289.09,285.04,179.85,295.25,328.66,267.83,267.17,224.05,344.71,327.09,297.69,225.63,284.49,205.08,296.81,196.66,233.42,209.50,240.93,223.67,230.08,199.00,236.00,228.81,246.62,235.98,281.59,247.66,215.43,225.41,259.61,243.77,229.70,225.05,301.40,291.42,235.70,257.23,265.88,323.17,228.79,240.15,281.77,232.45,249.27,251.08,254.38,254.75,243.46,351.55,224.55,352.19,282.27
*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,OCCCCCCCCCCO.COC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c2ccc(cc2)C(=O)OC,4.250402609,105.03,60.56,116.23,67.59,99.75,70.76,99.42,29.92,105.78,43.90,57.90,79.46,82.69,79.94,65.07,75.88,81.58,122.18,80.76,78.34,59.81,82.09,66.42,66.29,72.47,85.42,67.47,82.10,102.67,82.29,81.92,69.81,68.11,77.84,64.59,77.83,100.92,68.02,93.87,67.80,43.52,64.46,92.63,30.14,104.14,40.36,61.95,67.72,87.73,44.61,29.71,54.10,74.80,66.05,64.88,35.19,40.41,32.24,37.25,24.94,94.87,69.19,65.26,66.96,74.51,84.91,59.91,52.89,43.55,61.52,41.44,39.87,56.49,101.30,55.84,48.19,116.76,86.78,44.65
*NC(=O)NC(=O)NCc1c(c(cc(c1)Cc1c(c(cc(c1)C*)C=O)O)C=O)O,,190.6072154,196.34,205.52,212.27,221.15,185.11,221.64,135.50,169.24,98.44,156.55,143.52,141.32,226.92,234.17,188.81,269.80,181.12,191.75,188.73,191.75,165.37,166.75,204.98,203.73,172.63,224.79,192.81,242.92,156.95,168.34,162.59,209.50,177.01,183.04,193.06,190.45,207.99,219.90,217.94,230.52,171.92,209.26,130.92,172.14,99.84,160.56,135.80,144.88,,,,,,,,,,,,,,,,,,,,,,,,,,224.34,,151.52,,219.00,150.20
*OC(=O)C(C*)(CCCC)CCCC,,-17.98562642,8.90,-6.00,23.02,-3.92,-10.74,-16.76,56.15,-3.76,32.51,-5.13,31.90,6.89,30.30,36.42,11.62,31.41,13.39,46.29,19.07,24.63,23.16,29.16,36.27,34.43,28.12,38.99,2.64,43.01,18.88,4.39,-23.23,16.07,16.00,23.31,23.27,5.78,10.93,14.30,16.02,19.19,-13.82,13.40,21.71,-18.32,4.79,-16.27,1.05,-11.75,,,,,,,,,,,,,,,,,,,,,,,,,,-16.95,,3.72,,18.56,9.82
*C1(C(=O)C(CCC1)C*)CO,C=O.C1C(CCCC1)=O,71.70468573,86.96,89.02,73.97,87.41,85.24,91.89,126.87,163.03,125.72,148.82,147.09,157.24,135.85,151.65,119.28,143.10,165.36,154.84,104.23,63.28,109.60,43.07,92.27,109.48,142.07,134.36,119.08,127.66,119.68,149.87,130.29,82.92,117.45,57.05,88.85,121.75,83.94,97.23,66.78,102.38,86.98,87.77,133.50,168.32,145.73,150.10,156.93,156.84,34.10,66.01,31.72,75.85,49.87,79.83,26.98,68.51,33.69,85.46,63.07,71.09,50.55,53.37,36.98,38.92,58.52,50.51,43.75,55.00,23.44,41.39,61.68,62.11,25.93,78.83,92.00,111.04,16.20,108.00,189.29
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)Oc2ccc(cc2)*)cc1,,191.2304459,215.21,199.39,220.01,201.12,232.85,208.43,233.73,246.63,242.59,238.62,247.74,231.46,211.66,204.24,218.62,202.92,212.97,239.78,211.11,224.38,225.82,221.32,193.27,214.18,210.36,201.35,218.64,198.43,174.38,194.55,216.96,221.04,224.21,220.90,213.51,208.56,215.81,189.29,218.27,190.34,233.84,212.74,228.45,246.24,234.68,239.29,244.09,233.82,,,,,,,,,,,,,,,,,,,,,,,,,,249.79,,215.16,,223.17,203.22
*C(=C*)c1cc(c(c(c1)CO)OCc1ccc(cc1)CNC(COCCCCCCCC)C)CO,C#Cc2cc(CO)c(OCc1ccc(CN[C@H](C)COCCCCCCCC)cc1)c(CO)c2,65.78481038,49.44,61.84,37.32,53.19,60.39,50.49,119.58,76.31,64.29,70.34,98.89,110.79,83.81,143.33,36.38,160.59,68.65,109.79,30.83,74.29,41.62,55.43,57.55,57.10,107.82,146.15,44.94,107.79,53.66,52.35,55.65,75.44,42.50,71.15,72.88,70.46,51.01,45.27,66.98,38.55,34.96,31.79,121.65,72.03,45.94,62.89,86.37,90.30,36.09,41.04,32.99,40.94,31.55,22.31,63.58,38.08,61.64,37.28,46.44,72.68,20.57,49.94,46.70,19.87,16.96,52.82,32.75,46.08,71.30,41.62,41.27,45.07,77.02,119.47,39.96,83.63,116.85,119.29,93.27
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCCCCC*,NCCCCCCCCCCCCN.O=C1OC(=O)c2cc3C(=O)OC(=O)c3cc12,73.37639604,102.91,132.07,88.50,125.15,113.33,93.76,87.15,135.03,96.22,117.88,83.54,104.34,88.47,186.02,96.70,189.25,108.43,129.20,112.29,141.83,94.25,124.91,149.24,152.32,107.46,163.55,94.29,185.14,36.20,112.77,172.67,126.15,65.66,102.11,117.91,113.98,127.03,135.10,86.10,130.69,112.38,88.56,106.34,130.41,124.44,115.06,86.09,99.70,71.32,136.68,92.50,132.97,119.38,90.54,111.88,111.87,130.55,117.97,100.81,86.08,64.12,169.56,99.18,133.89,91.58,111.84,67.88,135.12,121.03,132.74,123.09,125.77,111.75,132.75,79.22,94.32,107.07,162.01,95.41
*c1sc2cc3c(cc2n1)sc(n3)c1ccc(cc1)c1ccc(cc1)*,Nc1cc(S)c(N)cc1S.OC(=O)c1ccc(cc1)c2ccc(cc2)C(=O)O,343.9030515,353.36,243.16,335.40,246.69,316.18,289.62,366.57,253.74,355.98,248.18,324.28,301.48,343.66,255.73,342.15,249.49,328.26,320.49,328.87,227.42,345.91,187.87,271.65,277.97,361.34,266.12,312.97,259.13,231.55,278.72,353.18,241.92,348.53,198.58,276.46,282.41,365.95,238.95,339.48,239.49,321.65,257.69,370.07,253.31,352.32,248.12,298.70,307.38,328.28,258.46,362.37,260.24,288.24,302.59,380.54,310.87,367.69,293.50,328.29,314.88,370.10,304.79,277.13,295.46,315.08,287.19,351.74,236.77,290.54,216.28,250.93,270.92,202.58,360.23,208.40,344.93,361.97,371.13,266.17
*c1sc(cc1COCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)*,N#Cc3ccc(c2ccc(OCCCCCCOCc1ccsc1)cc2)cc3,59.88076613,62.05,97.12,63.10,87.91,50.23,64.40,72.12,77.59,59.35,75.40,62.40,73.81,34.67,93.95,57.78,87.06,41.77,71.05,60.67,101.35,62.42,94.80,73.34,79.55,45.06,93.10,72.71,87.33,18.92,47.99,59.90,105.47,65.27,102.14,86.05,70.47,69.45,86.16,56.98,93.35,42.27,58.61,72.57,72.26,63.14,71.91,55.29,54.08,49.44,71.49,43.65,69.08,45.10,63.47,54.98,53.27,47.79,38.66,54.18,51.92,35.69,56.94,70.40,49.55,41.62,44.84,46.72,71.40,70.84,77.78,47.12,56.66,76.74,68.59,102.76,56.96,58.00,44.97,61.35
*Nc1ccc(cc1)CC(=O)*,Nc1ccc(CC(=O)O)cc1,63.68828699,122.57,127.15,114.01,131.27,130.48,131.32,125.28,158.95,150.18,156.98,163.06,131.18,132.31,115.08,118.99,121.96,131.74,155.32,124.17,146.70,142.47,135.19,135.30,144.14,129.80,138.75,121.07,135.18,102.56,138.95,140.56,143.03,147.95,133.97,157.83,155.68,115.50,117.46,130.91,128.36,144.15,128.49,163.14,183.98,175.18,187.88,179.67,165.62,125.04,118.44,72.36,122.29,150.40,149.26,220.25,202.43,242.13,201.78,205.78,207.73,128.87,119.00,110.52,119.15,142.18,154.35,181.82,157.16,112.41,133.60,158.89,146.35,94.09,115.43,125.17,144.93,202.39,172.03,184.35
*C(C*)C(=O)N(c1ccccc1)O,,141.1832818,92.92,84.20,108.02,89.58,102.83,97.84,94.83,122.62,93.99,126.76,97.96,96.83,89.53,85.41,72.94,61.95,135.98,111.45,133.72,119.88,113.04,110.04,114.42,116.51,74.35,99.55,102.50,72.24,111.90,72.24,130.70,140.25,111.37,131.85,144.56,135.73,92.93,94.89,100.81,97.60,105.82,107.45,90.96,127.49,98.09,133.51,116.79,116.42,,,,,,,,,,,,,,,,,,,,,,,,,,122.56,,103.67,,60.54,93.40
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)C(=O)*)c1ccccc1,Oc1ccc(O)c(c1)c2ccccc2.ClC(=O)c1ccc(cc1)C(=O)Cl,65.88587862,146.22,146.12,175.27,140.25,155.02,156.84,138.50,190.29,160.61,188.66,161.23,147.72,164.55,159.60,164.65,155.59,171.72,184.46,154.27,162.99,169.89,153.36,156.85,175.27,161.75,139.36,164.05,133.09,121.37,166.64,165.86,167.63,162.33,151.00,170.30,171.81,146.84,136.80,179.62,130.28,168.38,159.30,150.56,191.08,161.89,187.75,186.03,174.48,193.19,154.70,181.72,157.37,201.41,203.81,227.41,202.07,185.75,197.70,201.40,213.62,185.45,164.94,178.46,163.79,196.27,202.88,184.51,164.37,152.76,147.84,182.32,185.70,185.98,174.96,173.65,158.14,208.11,167.38,173.86
*OC(CC(=O)*)C(C)C,CC(C)C1CC(=O)O1,-24.82439314,49.63,70.38,46.27,72.04,53.51,50.14,25.80,40.39,28.64,38.57,31.13,46.90,50.19,73.02,38.68,64.82,59.10,71.26,24.68,34.60,37.20,28.68,33.49,45.17,55.24,101.37,42.99,88.75,42.91,54.41,14.91,24.94,-0.91,27.98,25.62,28.81,49.17,68.62,42.35,66.06,62.50,45.62,29.12,37.51,28.89,33.14,31.98,33.22,55.69,78.61,20.19,67.45,65.30,56.81,29.92,69.36,21.43,77.47,59.22,59.76,46.61,101.26,36.67,122.55,95.78,64.68,17.59,27.70,2.79,28.20,41.48,37.59,-3.10,30.48,92.91,23.54,15.97,66.36,16.05
*NC(C(=O)*)CC(=O)OCc1ccccc1,O=C(CC1NC(=O)OC1=O)OCc2ccccc2,70.10647363,73.32,94.86,54.47,102.55,83.25,90.79,47.92,118.38,70.38,122.10,89.13,104.90,39.05,72.97,70.98,67.04,45.54,72.16,80.06,116.05,75.95,111.22,109.91,102.63,35.66,92.38,76.40,86.97,42.21,54.81,54.70,108.12,71.29,116.03,97.83,87.56,70.96,81.21,51.84,86.74,94.56,72.45,46.54,121.78,66.15,123.60,108.90,102.98,80.54,83.34,87.41,70.21,68.43,90.86,143.60,129.57,121.96,122.42,132.56,123.78,63.05,88.21,107.88,63.08,111.56,99.39,77.14,93.43,106.70,96.68,104.36,97.56,89.12,16.73,110.56,95.76,32.66,59.12,55.32
*c1c(c(cc(c1)N=Nc1ccc(cc1)[N+](=O)[O-])*)O,Oc1ccc(N=Nc2ccc([N+]([O-])=O)cc2)cc1,165.6801535,199.08,170.76,130.86,171.65,194.61,192.16,198.94,202.81,159.76,200.28,198.55,156.63,210.72,200.96,158.20,196.60,230.44,215.55,220.94,172.24,172.69,153.44,185.05,205.48,200.83,191.48,155.21,180.33,135.34,190.35,169.98,194.39,148.78,168.84,212.87,200.50,205.19,166.11,158.31,177.71,208.33,200.67,207.68,222.70,176.38,216.15,197.38,184.73,136.97,116.82,136.03,120.05,118.76,132.91,134.57,151.80,174.81,163.15,150.65,140.90,151.75,116.01,157.25,120.78,88.56,170.34,158.48,144.68,145.15,126.88,148.35,135.42,110.60,174.84,83.89,230.60,140.93,206.21,161.17
*OCCCCC(=O)NCCCCCCNC(=O)CCCC*,NCCCCCCN.OC(=O)CCCCOCCCCC(=O)O,-56.49395983,21.49,-11.28,43.61,-9.72,-2.85,-8.09,28.52,0.97,14.50,-4.13,31.24,18.91,32.41,41.82,37.23,34.70,44.42,68.98,17.49,18.40,39.85,25.59,14.49,23.89,36.36,61.89,27.31,61.27,39.69,36.37,30.33,10.97,37.91,16.57,16.61,27.70,25.23,0.63,48.16,0.10,12.21,-8.00,38.56,-0.44,12.75,-6.34,17.37,19.16,23.85,6.78,56.99,15.44,28.15,5.11,24.74,11.28,18.38,13.13,16.14,16.38,36.73,32.79,29.55,27.83,41.63,45.81,30.43,35.23,51.10,45.18,17.82,16.64,35.66,11.51,43.18,-26.34,32.25,48.16,-16.61
*=C=C=C(C(=*)CCCCOC(=O)NC(=O)OCCCC)CCCCOC(=O)NC(=O)OCCCC,CCCCOC(=O)NC(=O)OCCCCC#CC#CCCCCOC(=O)NC(=O)OCCCC,27.51087357,10.19,-32.94,28.40,-36.35,16.28,-32.35,30.83,7.48,-3.27,-3.13,-9.92,-10.31,10.08,65.98,22.20,85.56,36.19,48.35,82.64,39.81,69.69,42.76,30.10,37.94,10.95,48.92,12.81,14.58,40.22,30.72,10.72,30.13,35.17,34.58,-14.21,32.29,46.61,-13.93,34.93,-22.23,34.05,-16.15,16.54,6.94,-17.19,-2.91,20.51,0.66,111.38,-4.98,21.72,-5.50,88.82,43.85,96.00,28.19,2.15,9.38,37.86,28.71,-13.23,30.72,44.88,44.54,40.40,76.41,-13.16,39.82,61.32,41.83,28.90,83.28,15.88,-64.13,25.10,54.09,126.34,-18.57,27.22
*Oc1cc(c(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C)[N-][N+]#N,,196.3053138,192.60,190.17,184.56,184.48,195.04,163.42,184.20,206.32,181.86,196.46,182.50,148.78,166.25,248.33,177.98,181.22,238.32,212.09,185.19,174.30,169.08,174.01,177.56,180.73,154.21,236.08,177.30,182.56,196.44,170.52,174.25,161.16,184.09,158.86,148.39,167.35,183.92,182.60,183.17,169.83,188.15,168.22,186.62,207.33,184.84,200.20,199.84,149.64,,,,,,,,,,,,,,,,,,,,,,,,,,199.66,,203.00,,254.36,176.87
*c1sc(nn1)SCC(=O)NN=Cc1ccc(cc1)OCCCCOc1ccc(cc1)C=NNC(=O)CS*,NNC(=O)CSC2=NN=C(S2)SCC(=O)NN.O=Cc1ccc(cc1)OCCCCOc1ccc(cc1)C=O,39.79677892,105.77,143.62,96.78,152.10,119.98,117.95,96.45,129.29,87.60,125.95,134.83,117.47,142.52,78.46,93.16,119.16,89.49,96.32,149.12,121.28,132.86,118.80,104.12,108.20,133.92,87.40,96.38,129.89,109.36,92.04,128.60,85.66,119.62,111.73,79.76,81.93,116.80,145.53,107.63,152.66,83.32,120.49,86.83,132.48,91.35,127.09,123.87,112.19,111.76,128.79,105.43,144.21,84.06,118.29,119.30,125.65,75.85,135.80,117.62,117.62,94.68,117.28,127.41,135.72,108.15,110.96,157.86,129.08,126.69,133.95,112.93,134.91,134.41,129.05,155.61,166.69,105.38,174.95,70.63
*OC(=O)NCCSCCCCSCCNC(=O)OCC*,NCCSCCCCSCCN.ClC(=O)OCCOC(=O)Cl,26.25521298,10.44,-10.22,35.98,1.65,15.09,1.12,38.90,-14.22,33.76,-16.31,12.76,15.25,1.21,-57.92,42.89,-33.03,-21.62,5.18,10.02,11.49,68.11,29.93,7.50,5.65,-7.99,-63.71,33.51,-48.24,-9.36,-11.64,-3.36,12.72,38.03,14.66,3.27,8.79,-2.17,-9.40,38.76,-5.02,8.34,-9.35,29.74,-9.14,27.18,-12.50,10.65,8.20,31.61,49.17,51.98,43.22,46.68,39.99,79.11,31.82,49.11,22.77,33.29,25.28,26.24,13.30,58.26,22.30,20.02,-6.89,24.24,38.66,52.93,55.31,24.49,37.90,37.25,31.40,13.30,-28.60,36.18,13.59,-0.57
*C(C*)C(=O)N1CC[N+](CC1)(CCCCCCCCCCCC)C,C=CC(=O)N1CC[N+](C)(CCCCCCCCCCCC)CC1.[Br-],-81.38297384,1.23,29.29,34.29,22.55,13.39,13.81,15.78,25.05,66.00,23.45,41.61,24.95,70.36,71.50,45.45,47.22,3.47,45.19,22.85,26.31,35.92,22.45,23.66,35.68,23.54,72.38,50.07,16.60,27.75,-3.33,27.00,46.20,35.80,36.56,47.19,41.03,6.37,38.58,37.06,32.28,8.17,29.62,10.72,22.14,71.34,20.36,32.83,41.48,-9.09,13.13,14.81,18.67,-22.00,16.60,19.19,7.88,29.58,1.10,16.27,0.12,65.43,-43.62,7.22,-116.12,-43.97,7.55,35.45,0.64,17.28,3.96,4.00,-3.30,99.34,50.39,55.54,40.34,26.57,56.24,-2.41
*OC(=O)c1cc(ccc1)c1cc(ccc1)C(=O)OCCCCCCCCCC*,OCCCCCCCCCCO.COC(=O)c1cccc(c1)c2cccc(c2)C(=O)OC,8.531981028,14.26,35.39,41.35,29.77,32.50,29.84,9.92,8.74,39.97,22.72,31.91,38.55,20.85,45.16,35.72,35.14,28.70,57.77,29.50,80.31,43.69,76.25,39.83,34.88,18.83,64.15,31.91,58.86,36.87,26.27,27.61,73.89,45.16,67.93,53.57,34.19,15.84,47.33,42.64,39.89,3.32,39.64,6.28,11.72,40.12,20.28,19.14,33.80,7.49,36.43,44.31,32.71,52.90,30.58,14.94,36.59,42.29,26.18,33.92,23.06,26.17,53.23,39.36,46.51,17.69,44.43,31.79,66.72,41.15,64.45,43.47,41.24,39.04,44.41,38.72,33.08,15.85,19.76,3.79
*C1(C(=O)OC(=O)C1)C*,C=C1CC(=O)OC1=O,143.854555,127.14,96.64,140.84,95.47,104.48,107.12,109.92,134.16,128.17,129.82,134.09,124.44,154.01,146.61,146.08,147.24,169.69,180.34,136.18,74.72,114.12,45.60,95.76,106.24,159.19,162.54,146.78,189.68,138.40,166.27,154.59,73.38,123.55,70.14,89.95,117.74,126.95,106.27,124.27,112.51,128.54,114.73,113.35,138.26,141.04,132.72,127.43,114.53,109.36,90.45,35.15,92.62,79.83,108.41,56.61,111.97,53.13,106.91,101.84,89.33,107.23,88.43,84.42,81.51,103.97,116.56,91.96,111.97,88.81,88.40,108.37,97.84,61.10,114.62,92.75,148.62,107.98,135.61,132.81
*Oc1cc(ccc1)OC(=O)c1ccc(cc1)C(=O)Oc1cc(ccc1)OCCCCCCCCCC*,Oc1cccc(OCCCCCCCCCCOc2cccc(O)c2)c1.ClC(=O)c1ccc(cc1)C(=O)Cl,20.92794041,-6.60,38.49,55.68,5.16,39.15,33.64,28.13,38.99,62.76,34.48,45.45,37.13,30.85,57.11,47.31,47.05,44.32,58.72,53.68,64.45,82.42,66.68,50.82,40.00,37.67,74.31,48.18,62.89,37.89,29.66,54.11,56.94,70.00,65.28,56.01,45.68,-1.74,57.66,64.97,22.57,19.84,29.10,36.61,41.91,59.95,33.04,39.07,59.97,38.60,106.97,56.54,86.04,62.62,72.70,52.31,70.50,57.02,57.95,66.17,41.66,47.00,116.19,59.12,117.76,63.38,58.22,80.51,71.76,65.69,71.27,63.44,72.49,114.40,76.64,72.28,74.44,61.23,43.37,21.26
*Oc1ccc(cc1)OC(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)Oc1ccc(cc1)C(=O)Oc1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*,Oc1ccc(OC(=O)c2cccc(c2)C(=O)Oc3ccc(O)cc3)cc1.ClC(=O)c1ccc(OC(=O)c2ccc(cc2)C(=O)Oc3ccc(cc3)C(=O)Cl)cc1,119.4238893,164.83,170.10,167.65,150.42,161.88,117.04,171.73,157.74,171.21,155.13,163.63,174.29,156.82,192.62,171.79,177.40,137.71,147.41,139.57,137.44,166.37,128.41,147.73,148.21,148.49,175.34,165.56,157.08,178.21,133.62,192.73,124.83,169.11,129.71,124.12,143.48,148.87,175.18,160.76,152.70,122.58,162.75,173.94,154.68,173.95,149.10,160.08,170.71,147.63,198.60,173.14,197.41,90.21,127.49,174.00,151.85,150.03,145.07,146.77,151.99,158.68,208.92,174.47,205.20,173.46,181.14,160.75,146.38,179.58,153.63,139.05,169.43,164.67,163.47,180.39,148.34,174.28,151.78,134.57
